,LOC100642539,LOC100642557,LOC100642571,LOC100642576,LOC100642646,LOC100642686,LOC100642694,LOC100642730,LOC100642771,LOC100643532,LOC100643590,LOC100643673,LOC100643686,LOC100643709,LOC100643792,LOC100643926,LOC100644542,LOC100644663,"LOC100644777,LOC100648533",LOC100644917,LOC100644943,LOC100645337,"LOC100645719,LOC100646150",LOC100646253,LOC100646427,LOC100646570,LOC100646731,"LOC100647027,LOC100650883",LOC100647093,LOC100647387,LOC100647436,LOC100647486,LOC100647766,LOC100648085,LOC100648089,LOC100648203,LOC100648256,"LOC100648530,LOC100648994",LOC100648627,LOC100648645,LOC100648813,LOC100648826,LOC100648830,LOC100648836,LOC100649182,LOC100649239,LOC100649251,LOC100649657,LOC100649750,LOC100649882,LOC100650055,LOC100650118,LOC100650126,LOC100650199,LOC100650419,LOC100650528,LOC100650563,LOC100650718,LOC100650881,LOC100650895,LOC100650995,LOC100651026,LOC100651065,LOC100651170,LOC100651175,LOC100651473,LOC100651572,LOC100651879,LOC100651887,LOC100651902,LOC100652002,LOC100652032,LOC100652039,LOC100652215,LOC100652275,NC_015762.1_411,NC_015771.1_11825,NC_015778.1_18507,NW_003565985.1_26226,NC_015769.1_10192,NC_015778.1_18720,NC_015765.1_5591,NC_015770.1_10730,bte-mir-1_MI0001575,bte-mir-9a_MI0001596,bte-bantam_MI0001574_,bte-mir-125_MI0001578,bte-mir-279b_MI0016201,rna5318_UTR3_UTR3,rna20318_UTR3_UTR3,rna9396_UTR3_UTR3,rna1714_UTR3_UTR3,rna11210_UTR5_UTR5,rna20318_UTR5_UTR5,rna5436_UTR5_UTR5,rna3505_UTR5_UTR5,rnd-4_family-489_4_374_TE,rnd-5_family-1522_1806_5325_TE,rnd-5_family-1522_3822_4408_TE,rnd-5_family-1739_1091_2514_TE
LOC100643590,0.730535406,0.895251024,0.897961183,0.323101257,0.276364903,-0.149086183,0.89066258,0.47973542,0.775592117,0.774061282,0.859326902,0.444378945,0.794825532,-0.199364345,0.461713737,-0.242821576,0.802013758,0.88934099,0.076003377,-0.728952991,0.369131605,0.876363225,0.256698192,0.903347352,0.444571392,0.81523012,0.32110236,0.844788387,0.298765937,0.774216797,0.117606179,0.172251538,0.393060837,0.786573575,0.849114947,0.818026295,0.272117522,0.457812518,0.225532705,0.785131697,0.314850094,0.288554877,0.028170192,0.878005981,-0.387725851,0.873543323,-0.207324063,-0.198429659,0.416957773,0.871545308,0.127313764,0.351260627,0.284861134,-0.182358018,0.375279794,0.830531417,0.301463449,0.854500775,0.839979912,0.309186759,0.285135443,0.917508148,0.314515287,-0.68129128,0.253904495,-0.407169216,-0.327067069,0.292941668,-0.375512551,0.197360157,-0.038556496,0.099128152,0.49063657,0.753701482,-0.791445454,0.755752106,0.734847565,0.769548472,-0.255872824,-0.294742563,-0.392992462,-0.401998804,-0.637530161,-0.352682559,-0.283478439,-0.322110573,-0.233363638,0.760676554,0.855929665,-0.350280799,0.860140158,0.791780346,0.860203976,-0.312219514,-0.214480435,0.730726705,0.337505293,-0.555754444,-0.601717572,0.238901841
LOC100643673,-0.044476686,0.60395094,0.536392818,0.900549923,0.896642484,-0.868566573,0.387752918,0.926213755,0.256148502,0.002389186,0.444378945,0.923388641,0.12678557,-0.827585919,0.931498363,-0.900978318,0.25946051,0.466690688,0.846963123,-0.03151971,0.91466028,0.388028897,0.914762615,0.498698214,0.937499935,0.136699564,0.889741401,0.244880525,0.894054206,0.021379608,0.869205047,0.893569198,0.923384571,0.064461638,0.456481276,0.13535814,0.902556553,0.91483502,0.89680863,0.037430537,0.892348509,0.882898754,0.831755322,0.336464526,-0.912207108,0.369798422,-0.85559218,-0.87601034,0.885171759,0.504868263,0.865528506,0.925008133,0.862369852,-0.757550603,0.9436988,0.295633753,0.923841331,0.342932707,0.176824917,0.909125677,0.857583771,0.567588285,0.910009054,0.074545591,0.845888724,-0.86854856,-0.911340186,0.858554533,-0.935619356,0.871602323,-0.760652442,0.834714899,0.873343664,-0.061310773,-0.30407143,0.050216554,0.757426349,0.616454663,-0.886501549,0.312395538,-0.409771106,-0.092052009,-0.502258815,-0.94323886,-0.92513433,-0.923391045,-0.909557443,0.760440482,0.249329389,-0.937179957,0.526015529,0.686084822,0.337779136,-0.937611185,-0.900007634,0.526378097,0.929864553,0.277065083,0.157783247,0.896059722
LOC100643686,0.848744185,0.770272472,0.80103937,-0.001730842,-0.053262289,0.186454799,0.853655617,0.165823219,0.776768955,0.879021075,0.794825532,0.12678557,0.851648574,0.112501331,0.143169395,0.09317325,0.805449405,0.819803863,-0.260686544,-0.815801307,0.044816741,0.837286137,-0.083046373,0.822610228,0.121221442,0.870782928,0.000426104,0.860053206,-0.026734727,0.871415457,-0.222504843,-0.170365269,0.068445675,0.86780806,0.778256331,0.874511517,-0.0605146,0.145563014,-0.111119526,0.877246393,-0.007750267,-0.033771697,-0.308833963,0.860285187,-0.066961146,0.841551285,0.114929413,0.13340863,0.11127307,0.783927188,-0.209961992,0.020259293,-0.029558073,0.103134167,0.039906176,0.823045957,-0.035875018,0.830912323,0.882476335,-0.021064101,-0.027284849,0.810477419,-0.015368319,-0.805082914,-0.057997382,-0.106957152,0.001644195,-0.018808081,-0.043481805,-0.132818067,0.267887684,-0.229377473,0.199882872,0.881979531,-0.775152823,0.838606071,0.525020643,0.622242007,0.072403105,-0.463103393,-0.278850586,-0.419293211,-0.518953835,-0.014404745,0.056851357,0.012217574,0.107441402,0.553149401,0.870896113,-0.014157261,0.762294808,0.6189816,0.839508043,0.029289855,0.124995398,0.615021101,0.002631192,-0.745358969,-0.748730074,-0.095613767
LOC100643709,0.271581744,-0.354975017,-0.283571922,-0.841102933,-0.851423801,0.861319591,-0.130559075,-0.819641359,-0.028551904,0.236040975,-0.199364345,-0.827585919,0.112501331,0.803019354,-0.830715009,0.866289596,-0.023869309,-0.213420891,-0.861275053,-0.191711969,-0.841657102,-0.135253874,-0.876411749,-0.24253816,-0.842266585,0.108433584,-0.830428862,0.004541767,-0.841817054,0.21625243,-0.871687464,-0.880297423,-0.843395981,0.175058934,-0.215152791,0.110696446,-0.858910233,-0.814511501,-0.867261923,0.202849973,-0.835078834,-0.833311278,-0.860130115,-0.080886007,0.833364589,-0.117080196,0.829820445,0.853889182,-0.7961166,-0.258783287,-0.864855615,-0.857973129,-0.81300606,0.735104585,-0.870094685,-0.052866047,-0.872099964,-0.094885776,0.07414755,-0.854348674,-0.80792222,-0.310133548,-0.853629354,-0.287815069,-0.805330349,0.781769281,0.851151802,-0.806530645,0.861583564,-0.849614363,0.78265884,-0.841354969,-0.761056511,0.296304726,0.073724458,0.180440635,-0.564718275,-0.406772601,0.847145963,-0.417141752,0.306921434,-0.027727881,0.328172261,0.876577873,0.878992871,0.865266949,0.878165512,-0.559907168,0.003328023,0.870989169,-0.284387331,-0.472653846,-0.087745094,0.883168667,0.87400934,-0.324646415,-0.867284786,-0.460671333,-0.350239445,-0.862359784
LOC100643792,-0.029219715,0.621836702,0.55441821,0.906164039,0.901288848,-0.870598904,0.405809558,0.935055753,0.271972708,0.018494175,0.461713737,0.931498363,0.143169395,-0.830715009,0.939958826,-0.904921316,0.27583046,0.484622572,0.847501243,-0.046650122,0.921214887,0.405787633,0.918977398,0.516882132,0.945596277,0.153495787,0.895327237,0.262158562,0.899169916,0.037464436,0.870581504,0.896052787,0.930426388,0.080750527,0.473588649,0.152214203,0.907107245,0.923234829,0.90039699,0.053722725,0.897801027,0.88781572,0.831316788,0.354320975,-0.919151676,0.387520937,-0.858852405,-0.87906032,0.892757942,0.52238279,0.867111503,0.931178103,0.867235245,-0.760412084,0.950345572,0.312552579,0.928976477,0.360292053,0.194086738,0.914439672,0.862460768,0.585982009,0.915432845,0.060276326,0.850130226,-0.875951526,-0.917023536,0.863592779,-0.942280926,0.874635478,-0.760517643,0.835749328,0.882477648,-0.045550984,-0.320166495,0.065881611,0.771785087,0.631709196,-0.890733974,0.305877174,-0.417444286,-0.100304046,-0.514906788,-0.949415959,-0.929893621,-0.928956405,-0.913293055,0.775332999,0.266833791,-0.94331454,0.543266665,0.701716206,0.355263513,-0.942953196,-0.903362059,0.54093574,0.935742296,0.265158685,0.145067332,0.899927211
LOC100643926,0.265637306,-0.410600051,-0.334271369,-0.911289719,-0.92073453,0.926964567,-0.170254169,-0.893686893,-0.057134644,0.226107177,-0.242821576,-0.900978318,0.09317325,0.866289596,-0.904921316,0.935495767,-0.053028291,-0.258894509,-0.924412684,-0.180208233,-0.913460088,-0.17478896,-0.946804828,-0.290538173,-0.916697386,0.088120435,-0.899796945,-0.024086079,-0.911220171,0.204922496,-0.936982453,-0.948069997,-0.916141127,0.160410371,-0.25936977,0.090446527,-0.928601596,-0.887445294,-0.935944021,0.190204065,-0.904559497,-0.901766693,-0.92154825,-0.116656224,0.905221889,-0.155241348,0.895247101,0.920702701,-0.86635763,-0.306835352,-0.930003073,-0.930310504,-0.879907787,0.793018816,-0.944107031,-0.085040188,-0.943723897,-0.130834527,0.050576599,-0.924989629,-0.874476037,-0.363369621,-0.924402337,-0.284698936,-0.870631858,0.850666523,0.922180748,-0.873254142,0.935005695,-0.916090785,0.838987921,-0.903884929,-0.831358036,0.291304107,0.106025301,0.167226428,-0.629588481,-0.46173089,0.915453861,-0.436360406,0.341958982,-0.015902019,0.373082584,0.950271575,0.950484997,0.937118118,0.947882283,-0.625324275,-0.02576689,0.944207781,-0.333848132,-0.533004279,-0.123387397,0.955939108,0.942786959,-0.372502351,-0.939805283,-0.474005704,-0.354237339,-0.931155443
LOC100644542,0.776346137,0.803976081,0.821944123,0.137343858,0.089188566,0.038051137,0.847564736,0.29591973,0.756310351,0.811515876,0.802013758,0.25946051,0.805449405,-0.023869309,0.27583046,-0.053028291,0.783287226,0.828505741,-0.109884143,-0.75767203,0.18247427,0.832501809,0.064499925,0.836033683,0.256503173,0.824635873,0.137666665,0.831425313,0.113268464,0.807427459,-0.071219062,-0.019346443,0.205624715,0.810745505,0.788591156,0.827869597,0.083408693,0.275468357,0.035824422,0.81528457,0.130523871,0.10505374,-0.156660178,0.84576939,-0.202530303,0.833624939,-0.02594965,-0.012047518,0.239249532,0.801289506,-0.060211944,0.161409547,0.105774713,-0.02170781,0.182423074,0.805106033,0.10942964,0.819662499,0.841617098,0.120826528,0.10713399,0.835466394,0.1262188,-0.731417011,0.076988567,-0.232702163,-0.139088586,0.115105997,-0.184476076,0.011912391,0.12984566,-0.082882322,0.319192414,0.804417967,-0.762212782,0.781600556,0.601340332,0.669304955,-0.069961121,-0.379146914,-0.320540477,-0.401119604,-0.556373534,-0.158819781,-0.090272483,-0.131190896,-0.041185485,0.627762157,0.842117374,-0.157656611,0.784590175,0.677039168,0.826799382,-0.117630805,-0.023513536,0.648744179,0.145891874,-0.645059009,-0.666573173,0.050017355
LOC100644663,0.751916972,0.927900286,0.930029941,0.341567503,0.293397138,-0.162042429,0.921058082,0.503130723,0.801262606,0.797201573,0.88934099,0.466690688,0.819803863,-0.213420891,0.484622572,-0.258894509,0.828505741,0.920469879,0.086565534,-0.751031357,0.389110671,0.906334387,0.273320501,0.935207909,0.467027041,0.840914887,0.339403088,0.872415062,0.316441826,0.797547662,0.129628543,0.186144398,0.413839953,0.810695271,0.87894255,0.843781435,0.289080814,0.4804417,0.241048492,0.808945679,0.332989627,0.305816598,0.037154943,0.907521351,-0.408236206,0.903251781,-0.221892522,-0.212932399,0.438076428,0.902516524,0.139590045,0.370807299,0.301811551,-0.195220985,0.39572678,0.858229225,0.319511534,0.883377504,0.866796673,0.32732142,0.302047193,0.950466091,0.33281773,-0.700907803,0.269769049,-0.427832789,-0.345757396,0.310096051,-0.395887385,0.2117878,-0.047155281,0.110260998,0.513839795,0.775610072,-0.818058593,0.778813867,0.764209101,0.798566119,-0.272193788,-0.300486311,-0.408740903,-0.414905522,-0.6614871,-0.372450189,-0.301002071,-0.340770864,-0.249238111,0.790838968,0.883932625,-0.369917381,0.890977813,0.822143663,0.889200571,-0.330723639,-0.229697473,0.75770305,0.356688718,-0.569639073,-0.618142717,0.254809557
LOC100644777,-0.427087668,0.243364009,0.163302724,0.882671949,0.902131629,-0.934824828,-0.006033595,0.832089271,-0.100167332,-0.394874488,0.076003377,0.846963123,-0.260686544,-0.861275053,0.847501243,-0.924412684,-0.109884143,0.086565534,0.947213039,0.33777967,0.875455894,0.001633746,0.933335201,0.116641692,0.863296352,-0.259624455,0.871112702,-0.148836517,0.887609644,-0.372840718,0.951740453,0.952038802,0.873321911,-0.329021263,0.095342268,-0.262622967,0.911200347,0.830101544,0.928439001,-0.359757274,0.877360547,0.879865225,0.954077327,-0.059255037,-0.863046886,-0.018146324,-0.88979821,-0.918143723,0.816547952,0.140164077,0.942472199,0.89668641,0.857857636,-0.788458069,0.906111711,-0.08241201,0.920909893,-0.039647801,-0.225614576,0.899806366,0.852143496,0.189586908,0.898097615,0.43680376,0.854569234,-0.802219486,-0.893199475,0.84926364,-0.896583915,0.913560179,-0.865944852,0.921070589,0.764923733,-0.458591407,0.052507104,-0.329775311,0.504484274,0.32250101,-0.900850221,0.515190735,-0.275272645,0.099326612,-0.257345499,-0.917184949,-0.931654939,-0.909778554,-0.939261569,0.494725061,-0.149379556,-0.911363425,0.170648448,0.392161697,-0.04857884,-0.931418705,-0.937841982,0.237553902,0.90940803,0.608138687,0.492851809,0.920698831
LOC100644917,-0.83000354,-0.689204912,-0.72584898,0.09121874,0.14095538,-0.267721619,-0.791807489,-0.069211122,-0.730103572,-0.854794627,-0.728952991,-0.03151971,-0.815801307,-0.191711969,-0.046650122,-0.180208233,-0.75767203,-0.751031357,0.33777967,0.79040392,0.047344353,-0.775857302,0.171728195,-0.750578859,-0.024704445,-0.833427798,0.088046045,-0.812235249,0.114894435,-0.84550849,0.302851319,0.25455701,0.025227657,-0.837716207,-0.711632725,-0.837188,0.148597766,-0.050635132,0.197250185,-0.849584469,0.096258485,0.120630257,0.383101121,-0.803355368,-0.025560379,-0.781818575,-0.196858246,-0.216863186,-0.02023018,-0.712338055,0.290285237,0.072260428,0.114490585,-0.175637336,0.055007996,-0.771191921,0.1267468,-0.774141019,-0.840812714,0.11087701,0.111803554,-0.731927922,0.105424497,0.79052334,0.140515173,0.017684769,-0.092207255,0.103654636,-0.050726666,0.215850482,-0.336203044,0.306107287,-0.107597759,-0.864005569,0.723766917,-0.81072744,-0.43538718,-0.543971116,-0.158565595,0.481524296,0.230500057,0.398698435,0.454855391,-0.079767752,-0.147279238,-0.103690211,-0.19493996,-0.462448618,-0.82233993,-0.079406088,-0.689193514,-0.533876866,-0.78301454,-0.121710386,-0.211065431,-0.54590293,0.089890289,0.752564331,0.743984111,0.182093126
LOC100644943,-0.126822165,0.531693749,0.4608973,0.904176676,0.905243455,-0.889955277,0.306592191,0.913716657,0.181926355,-0.082707652,0.369131605,0.91466028,0.044816741,-0.841657102,0.921214887,-0.913460088,0.18247427,0.389110671,0.875455894,0.047344353,0.91383454,0.308454109,0.926316857,0.420969434,0.929364492,0.052916245,0.893117803,0.16255159,0.900076861,-0.062907916,0.894086536,0.913496168,0.920304611,-0.019311136,0.382884637,0.05120867,0.911882404,0.904255789,0.911011925,-0.047359879,0.896526555,0.889559872,0.864851266,0.254464922,-0.909227943,0.289740659,-0.870006025,-0.892291756,0.877798507,0.43090844,0.889181485,0.926599771,0.868544156,-0.770445848,0.943460038,0.217082779,0.930863359,0.263801803,0.092063582,0.9146572,0.863519599,0.491298812,0.914992509,0.152779325,0.854753189,-0.861529318,-0.914999998,0.863673377,-0.93500337,0.887809629,-0.789510885,0.860129307,0.857345858,-0.146938729,-0.230189836,-0.030783627,0.709503742,0.558577675,-0.896916764,0.358432753,-0.384347052,-0.051810012,-0.453943447,-0.945467357,-0.934192234,-0.928120851,-0.923453595,0.709806052,0.165967743,-0.939409141,0.454231364,0.628790966,0.257796206,-0.944048536,-0.915566666,0.46885423,0.933181581,0.350294314,0.230880682,0.908758886
LOC100645337,0.784687522,0.899753658,0.908996025,0.260600576,0.211034218,-0.077686367,0.91516227,0.425538593,0.804583894,0.826788009,0.876363225,0.388028897,0.837286137,-0.135253874,0.405787633,-0.17478896,0.832501809,0.906334387,0.001633746,-0.775857302,0.308454109,0.899858813,0.188319854,0.918291903,0.386908809,0.858155161,0.259480358,0.879572252,0.235210798,0.825170089,0.043992929,0.100087498,0.333200655,0.834324773,0.864315735,0.861268635,0.205940684,0.403184998,0.156709135,0.835323724,0.252555467,0.22534924,-0.048042851,0.90645821,-0.328550797,0.898558689,-0.141127016,-0.129705968,0.362322249,0.883734726,0.054709978,0.288388492,0.223331427,-0.123663733,0.312294825,0.859571943,0.235294457,0.880737425,0.880828395,0.244928572,0.224074134,0.92694945,0.250538619,-0.734899608,0.191805475,-0.353425769,-0.263823975,0.23232316,-0.313302536,0.12897742,0.03026622,0.027491087,0.442152391,0.811019814,-0.817019542,0.802733169,0.713959086,0.764277501,-0.190093039,-0.344253315,-0.38137953,-0.420850404,-0.63395646,-0.288194991,-0.215957675,-0.257396291,-0.163878059,0.741271791,0.891057717,-0.286198144,0.869562684,0.781488715,0.887314922,-0.245492689,-0.144600279,0.731262387,0.273235956,-0.619801072,-0.657702348,0.17106317
LOC100645719,-0.257863588,0.426400144,0.349458195,0.923495533,0.932378677,-0.936912994,0.183942889,0.907894849,0.06827824,-0.217398519,0.256698192,0.914762615,-0.083046373,-0.876411749,0.918977398,-0.946804828,0.064499925,0.273320501,0.933335201,0.171728195,0.926316857,0.188319854,0.958400935,0.305426293,0.930618291,-0.077670135,0.911877348,0.035898781,0.923091024,-0.196031157,0.94658372,0.958516586,0.929349535,-0.150969898,0.273247104,-0.079977631,0.94025443,0.901298834,0.947019353,-0.181037318,0.916594581,0.913416679,0.929789125,0.129714258,-0.918263935,0.168566904,-0.90572541,-0.931275743,0.879470107,0.321425402,0.939678241,0.943065332,0.89132073,-0.802282858,0.957309463,0.097176475,0.955908824,0.143690433,-0.039466272,0.937121013,0.885846458,0.379073011,0.936601931,0.277764285,0.881540402,-0.863510779,-0.93453387,0.884721407,-0.94813376,0.926609827,-0.846667892,0.912950236,0.845184582,-0.283430828,-0.117803389,-0.158267533,0.645050933,0.476239583,-0.926771442,0.436029473,-0.350273032,0.010514061,-0.385021841,-0.963216057,-0.96248043,-0.94953044,-0.959166955,0.641105278,0.037746998,-0.957067585,0.348511689,0.548425859,0.136258197,-0.968375927,-0.953768751,0.385717189,0.95245203,0.470409285,0.34898867,0.942373657
LOC100646253,0.74874761,0.947526378,0.947238015,0.373022096,0.324813383,-0.192731738,0.932974792,0.535162587,0.808729486,0.795611332,0.903347352,0.498698214,0.822610228,-0.24253816,0.516882132,-0.290538173,0.836033683,0.935207909,0.116641692,-0.750578859,0.420969434,0.918291903,0.305426293,0.951058445,0.499537992,0.844031061,0.370476091,0.879329837,0.347717167,0.796635134,0.160408791,0.217676277,0.445958418,0.811294233,0.893403129,0.846843661,0.320717414,0.512114742,0.272580701,0.808582621,0.364169251,0.33671574,0.066791649,0.917634214,-0.43996713,0.914564485,-0.25199252,-0.243780677,0.468778783,0.918656199,0.170218009,0.403074215,0.331985707,-0.221874467,0.42860905,0.866986996,0.35184458,0.893772192,0.871291942,0.359112328,0.332049869,0.968745682,0.364628645,-0.696771431,0.299421758,-0.457962804,-0.377588669,0.34011649,-0.428480677,0.242481005,-0.074230789,0.139849779,0.543960344,0.771789507,-0.827202236,0.778970927,0.789662218,0.818910752,-0.30329231,-0.288694276,-0.422521033,-0.41732205,-0.678040158,-0.405364951,-0.333420215,-0.37304314,-0.281208564,0.816343794,0.890982129,-0.40262101,0.907897235,0.844926306,0.899398907,-0.363525053,-0.261367826,0.774915549,0.389158806,-0.558543516,-0.611206605,0.286286088
LOC100646427,-0.052843394,0.606999784,0.538049158,0.915439644,0.911931049,-0.884589113,0.386481073,0.940020676,0.253394362,-0.005475706,0.444571392,0.937499935,0.121221442,-0.842266585,0.945596277,-0.916697386,0.256503173,0.467027041,0.863296352,-0.024704445,0.929364492,0.386908809,0.930618291,0.499537992,0.951894336,0.131127122,0.904433204,0.241191364,0.909061479,0.013896767,0.885562302,0.909860019,0.938020404,0.057722811,0.457022608,0.129730014,0.918008014,0.928636186,0.912620205,0.030160372,0.907156898,0.897785054,0.84827032,0.334285949,-0.926671674,0.368338873,-0.870757252,-0.891678823,0.898791327,0.506157796,0.881712248,0.940104085,0.876879192,-0.770990282,0.958926791,0.293115648,0.939422783,0.341125092,0.171810065,0.924330891,0.871993619,0.569675004,0.92517764,0.083016327,0.860381582,-0.881932376,-0.926407348,0.872904189,-0.950681748,0.88719269,-0.775624853,0.850564289,0.885971071,-0.070254384,-0.302123354,0.043505035,0.765215467,0.621041151,-0.901794737,0.321719626,-0.414031706,-0.08980203,-0.505887949,-0.958688569,-0.940925761,-0.938752326,-0.925546512,0.768026444,0.245616207,-0.952531818,0.52784887,0.691850692,0.335809106,-0.953360854,-0.915996821,0.529541745,0.945199232,0.288343732,0.167122062,0.911719496
LOC100646570,0.866478878,0.791400435,0.822295091,0.005266766,-0.047393057,0.183642483,0.874871229,0.176590961,0.795318527,0.897766888,0.81523012,0.136699564,0.870782928,0.108433584,0.153495787,0.088120435,0.824635873,0.840914887,-0.259624455,-0.833427798,0.052916245,0.858155161,-0.077670135,0.844031061,0.131127122,0.890402373,0.007385236,0.880289095,-0.020320555,0.890147576,-0.220455571,-0.16701487,0.077116732,0.886799852,0.798402455,0.894199919,-0.054753679,0.155810238,-0.106481619,0.896228116,-0.000944964,-0.027594583,-0.308916425,0.88124141,-0.075513264,0.862368772,0.110694629,0.129408045,0.120558052,0.804572093,-0.207674218,0.027916443,-0.023451548,0.099413924,0.048127892,0.842889872,-0.029422899,0.851293295,0.902658334,-0.014411391,-0.02116728,0.832177891,-0.008587363,-0.821652546,-0.052625483,-0.116020336,-0.005439545,-0.012502334,-0.051716588,-0.128839332,0.267653212,-0.227744033,0.210963254,0.900290792,-0.794042306,0.856864455,0.542122472,0.640313918,0.067020874,-0.470529382,-0.287992226,-0.428945113,-0.533933218,-0.022079572,0.05083603,0.005264961,0.102625549,0.570874045,0.891397757,-0.021779488,0.782644033,0.637527953,0.860031887,0.022589881,0.120628122,0.632235557,0.009950717,-0.759074264,-0.763448937,-0.090651366
LOC100646731,-0.167603243,0.481640019,0.410700227,0.886031511,0.889708076,-0.881529272,0.25682013,0.886823466,0.138594279,-0.125924339,0.32110236,0.889741401,0.000426104,-0.830428862,0.895327237,-0.899796945,0.137666665,0.339403088,0.871112702,0.088046045,0.893117803,0.259480358,0.911877348,0.370476091,0.904433204,0.007385236,0.875085512,0.115357566,0.883291121,-0.106135524,0.887418007,0.903773875,0.898250859,-0.063233711,0.335424107,0.005521707,0.896583462,0.878587912,0.898314524,-0.091198766,0.878843025,0.873345538,0.863180429,0.205405536,-0.887473365,0.240926496,-0.858330086,-0.88110999,0.854415078,0.3821899,0.881971407,0.906879563,0.852538467,-0.760175342,0.92239662,0.170678747,0.913923502,0.216053967,0.045146042,0.89728788,0.847499159,0.440006738,0.89732559,0.190807523,0.840477775,-0.838694351,-0.896632146,0.847216995,-0.913927909,0.876688094,-0.787268557,0.854496486,0.829850283,-0.189011202,-0.185967006,-0.072983738,0.668387357,0.515540536,-0.882526667,0.374851609,-0.36235768,-0.029355272,-0.418290451,-0.925665613,-0.918256341,-0.910028303,-0.910317485,0.667247261,0.118151168,-0.919742203,0.406147089,0.584504394,0.209730564,-0.926506536,-0.903485944,0.427995159,0.914228772,0.381289819,0.264456407,0.895315165
LOC100647027,0.835052608,0.841078468,0.862830263,0.114617042,0.063063288,0.072509045,0.895752826,0.283917638,0.802585536,0.871100102,0.844788387,0.244880525,0.860053206,0.004541767,0.262158562,-0.024086079,0.831425313,0.872415062,-0.148836517,-0.812235249,0.16255159,0.879572252,0.035898781,0.879329837,0.241191364,0.880289095,0.115357566,0.88363448,0.089008143,0.866018844,-0.108139104,-0.053340349,0.187086296,0.868010491,0.829937672,0.883809492,0.056642845,0.262377226,0.005769186,0.873868623,0.107594526,0.080596011,-0.198497688,0.895694972,-0.184171777,0.881442483,0.00332931,0.018997933,0.224576457,0.841805995,-0.096188612,0.139560775,0.082118293,0.004309357,0.161438151,0.853529927,0.083801281,0.867432654,0.897056357,0.096572589,0.083751975,0.876209734,0.102329158,-0.787915849,0.051816232,-0.218153585,-0.116096748,0.092274784,-0.163936615,-0.018982321,0.167119722,-0.119402776,0.310828737,0.865802195,-0.807175146,0.83724174,0.617948467,0.696049112,-0.042791682,-0.418412924,-0.329173534,-0.427258827,-0.578976301,-0.136116057,-0.063188355,-0.107179071,-0.011059748,0.646203239,0.894950571,-0.13508821,0.823107915,0.701813948,0.875282168,-0.092103561,0.007563534,0.677259855,0.122725057,-0.702589891,-0.721338083,0.021033034
LOC100647093,-0.196249641,0.461594602,0.389007146,0.894408729,0.899763512,-0.895756299,0.23200345,0.88986369,0.115119604,-0.155145004,0.298765937,0.894054206,-0.026734727,-0.841817054,0.899169916,-0.911220171,0.113268464,0.316441826,0.887609644,0.114894435,0.900076861,0.235210798,0.923091024,0.347717167,0.909061479,-0.020320555,0.883291121,0.089008143,0.892440143,-0.13492773,0.902850223,0.91769663,0.904504443,-0.091507899,0.313750704,-0.022320518,0.9069348,0.882197019,0.910296254,-0.120036667,0.887344726,0.882625603,0.881138614,0.179894485,-0.893673074,0.216346625,-0.870057787,-0.893641078,0.858890881,0.360774861,0.896952391,0.914751181,0.861488702,-0.770604899,0.929787309,0.146029337,0.923651783,0.19157983,0.017421936,0.906387491,0.856329554,0.418287874,0.906243878,0.218279213,0.850221852,-0.843160162,-0.905106166,0.855774358,-0.921125006,0.889158813,-0.80320769,0.869838703,0.831268996,-0.218918773,-0.162988827,-0.100418054,0.657918695,0.500535221,-0.893125183,0.393143884,-0.356866676,-0.016256894,-0.405666277,-0.933900419,-0.928694395,-0.918965403,-0.922294632,0.655870674,0.09148213,-0.927929268,0.38564707,0.570250815,0.184922859,-0.936142957,-0.915958842,0.412397902,0.922731696,0.408645604,0.290822367,0.906774141
LOC100647387,0.88890679,0.729541419,0.769663638,-0.109675713,-0.162854099,0.298150093,0.842244477,0.061681063,0.777966615,0.914812426,0.774216797,0.021379608,0.871415457,0.21625243,0.037464436,0.204922496,0.807427459,0.797547662,-0.372840718,-0.84550849,-0.062907916,0.825170089,-0.196031157,0.796635134,0.013896767,0.890147576,-0.106135524,0.866018844,-0.13492773,0.904619854,-0.335756216,-0.284395183,-0.039354236,0.895703748,0.755517851,0.894189881,-0.171112493,0.041952341,-0.223105866,0.908767421,-0.114959773,-0.140917243,-0.421142553,0.855289808,0.039560784,0.831794057,0.222134942,0.243818422,0.009808301,0.755625342,-0.322258169,-0.089712806,-0.134071592,0.198111516,-0.071498451,0.821413153,-0.148011263,0.823936596,0.897514433,-0.130829726,-0.13113176,0.775752252,-0.125005989,-0.847055389,-0.161703913,-0.007306482,0.11087804,-0.122423365,0.066808258,-0.242675599,0.369998548,-0.33877946,0.103471751,0.925522708,-0.770543627,0.867009596,0.455839451,0.57393758,0.181565762,-0.519531289,-0.241210317,-0.425475607,-0.4800893,0.097991439,0.170003415,0.123328912,0.220803918,0.484761642,0.87677386,0.097523305,0.730571948,0.562202595,0.833502438,0.14280527,0.237934441,0.577210275,-0.10864615,-0.809139327,-0.798360424,-0.206873997
