,LOC100642539,LOC100642557,LOC100642571,LOC100642576,LOC100642646,LOC100642686,LOC100642694,LOC100642730,LOC100642771,LOC100643532,LOC100643590,LOC100643673,LOC100643686,LOC100643709,LOC100643792,LOC100643926,LOC100644542,LOC100644663,"LOC100644777,LOC100648533",LOC100644917,LOC100644943,LOC100645337,"LOC100645719,LOC100646150",LOC100646253,LOC100646427,LOC100646570,LOC100646731,"LOC100647027,LOC100650883",LOC100647093,LOC100647387,LOC100647436,LOC100647486,LOC100647766,LOC100648085,LOC100648089,LOC100648203,LOC100648256,"LOC100648530,LOC100648994",LOC100648627,LOC100648645,LOC100648813,LOC100648826,LOC100648830,LOC100648836,LOC100649182,LOC100649239,LOC100649251,LOC100649657,LOC100649750,LOC100649882,LOC100650055,LOC100650118,LOC100650126,LOC100650199,LOC100650419,LOC100650528,LOC100650563,LOC100650718,LOC100650881,LOC100650895,LOC100650995,LOC100651026,LOC100651065,LOC100651170,LOC100651175,LOC100651473,LOC100651572,LOC100651879,LOC100651887,LOC100651902,LOC100652002,LOC100652032,LOC100652039,LOC100652215,LOC100652275,NC_015762.1_411,NC_015771.1_11825,NC_015778.1_18507,NW_003565985.1_26226,NC_015769.1_10192,NC_015778.1_18720,NC_015765.1_5591,NC_015770.1_10730,bte-mir-1_MI0001575,bte-mir-9a_MI0001596,bte-bantam_MI0001574_,bte-mir-125_MI0001578,bte-mir-279b_MI0016201,rna5318_UTR3_UTR3,rna20318_UTR3_UTR3,rna9396_UTR3_UTR3,rna1714_UTR3_UTR3,rna11210_UTR5_UTR5,rna20318_UTR5_UTR5,rna5436_UTR5_UTR5,rna3505_UTR5_UTR5,rnd-4_family-489_4_374_TE,rnd-5_family-1522_1806_5325_TE,rnd-5_family-1522_3822_4408_TE,rnd-5_family-1739_1091_2514_TE
LOC100647436,-0.392163344,0.286854024,0.206851556,0.899084288,0.916302579,-0.942873423,0.037009814,0.85602669,-0.062770543,-0.357817365,0.117606179,0.869205047,-0.222504843,-0.871687464,0.870581504,-0.936982453,-0.071219062,0.129628543,0.951740453,0.302851319,0.894086536,0.043992929,0.94658372,0.160408791,0.885562302,-0.220455571,0.887418007,-0.108139104,0.902850223,-0.335756216,0.958282759,0.961222579,0.893107213,-0.291300011,0.136468924,-0.223321637,0.925174182,0.852977559,0.940176769,-0.322133422,0.893369291,0.894605286,0.956298984,-0.016871345,-0.882565067,0.024058732,-0.900621055,-0.928562224,0.837437096,0.182415278,0.949475351,0.914472425,0.872399326,-0.79798286,0.925067152,-0.042343806,0.936310873,0.001617479,-0.185218788,0.915561615,0.866693293,0.234104208,0.91410887,0.404268337,0.867611716,-0.822622597,-0.909812986,0.864188143,-0.915542017,0.923922855,-0.868589065,0.926692138,0.789327493,-0.422575785,0.014301102,-0.293544449,0.540456825,0.35998672,-0.914029562,0.501409232,-0.294515506,0.079986141,-0.288391565,-0.93505817,-0.946196326,-0.926167447,-0.951387589,0.531937219,-0.108144135,-0.929115312,0.212375879,0.43078475,-0.007045956,-0.947349036,-0.949054031,0.273086641,0.926540669,0.581825356,0.464212988,0.933075798
LOC100647486,-0.343337115,0.342992186,0.263549248,0.915512385,0.929644911,-0.947910072,0.094056759,0.882725985,-0.012636218,-0.306360048,0.172251538,0.893569198,-0.170365269,-0.880297423,0.896052787,-0.948069997,-0.019346443,0.186144398,0.952038802,0.25455701,0.913496168,0.100087498,0.958516586,0.217676277,0.909860019,-0.16701487,0.903773875,-0.053340349,0.91769663,-0.284395183,0.961222579,0.967659211,0.91405902,-0.239359215,0.190367295,-0.169687475,0.93820088,0.878282993,0.950138111,-0.270136731,0.909294781,0.908835349,0.953502082,0.039621977,-0.903224885,0.080068151,-0.909603043,-0.936838142,0.860192469,0.237533463,0.953081313,0.932635636,0.88649904,-0.805855221,0.944722562,0.011221976,0.951169403,0.056511519,-0.130357658,0.931016327,0.880838119,0.29192651,0.929912939,0.358547738,0.879745524,-0.844820421,-0.926444203,0.878846589,-0.935258267,0.932152407,-0.866882016,0.928596925,0.817048504,-0.372114624,-0.036618308,-0.243573126,0.585067338,0.407696164,-0.926066223,0.480056497,-0.318346556,0.053772321,-0.327963707,-0.953213572,-0.959851694,-0.942401423,-0.961798064,0.578248292,-0.052629527,-0.947145029,0.26661695,0.479581536,0.04825625,-0.962845471,-0.958262498,0.318720408,0.943761961,0.543315165,0.42331624,0.943930318
LOC100647766,-0.104257157,0.555881339,0.485523268,0.909313953,0.908972663,-0.889941593,0.331777291,0.923506854,0.204286575,-0.059058787,0.393060837,0.923384571,0.068445675,-0.843395981,0.930426388,-0.916141127,0.205624715,0.413839953,0.873321911,0.025227657,0.920304611,0.333200655,0.929349535,0.445958418,0.938020404,0.077116732,0.898250859,0.187086296,0.904504443,-0.039354236,0.893107213,0.91405902,0.927460236,0.004393541,0.406438021,0.075501689,0.915450654,0.913435731,0.913186423,-0.023557023,0.901454772,0.89373403,0.861335155,0.279533048,-0.916279311,0.314496947,-0.87184083,-0.893747224,0.885885711,0.454892831,0.888518251,0.932469106,0.87271344,-0.772033449,0.949965228,0.240914584,0.935216639,0.288117384,0.116809453,0.919324008,0.867722455,0.516358119,0.919817551,0.131561366,0.858062927,-0.869404788,-0.920201716,0.868109744,-0.941558194,0.889255603,-0.78668645,0.858766658,0.867747517,-0.123576992,-0.252782459,-0.007946132,0.72798045,0.578856999,-0.900072939,0.347779067,-0.394203541,-0.063613842,-0.470788215,-0.951284217,-0.937988945,-0.93310764,-0.925800377,0.729056437,0.190819601,-0.94518447,0.477755833,0.649383434,0.282313244,-0.948658141,-0.917386484,0.488420892,0.938604887,0.33184797,0.211657077,0.911345993
LOC100648085,0.877073636,0.749873629,0.786386741,-0.066228052,-0.119006643,0.254136185,0.851198997,0.10445372,0.781452327,0.904893713,0.786573575,0.064461638,0.86780806,0.175058934,0.080750527,0.160410371,0.810745505,0.810695271,-0.329021263,-0.837716207,-0.019311136,0.834324773,-0.150969898,0.811294233,0.057722811,0.886799852,-0.063233711,0.868010491,-0.091507899,0.895703748,-0.291300011,-0.239359215,0.004393541,0.888906397,0.768647385,0.890734907,-0.126897054,0.084407541,-0.178589964,0.900558791,-0.071838904,-0.097955044,-0.377506878,0.861695332,-0.003664919,0.840020913,0.179563163,0.200051064,0.051224443,0.771023546,-0.278122437,-0.045336693,-0.092147472,0.160402312,-0.02644527,0.826274746,-0.10305065,0.830989328,0.895968226,-0.086747822,-0.089464392,0.793871983,-0.080946502,-0.834270587,-0.120249943,-0.047970256,0.06691102,-0.080805944,0.022185514,-0.199127553,0.330259118,-0.295908049,0.143306026,0.912498373,-0.776358811,0.859858631,0.486372346,0.596562519,0.137988849,-0.499180127,-0.257787972,-0.425128515,-0.498386309,0.052669343,0.124741007,0.078660061,0.175715205,0.515118802,0.878856278,0.052490566,0.747236884,0.588222579,0.840208526,0.097255792,0.193105879,0.595573809,-0.063834619,-0.787270016,-0.782204851,-0.162571206
LOC100648089,0.711271156,0.888145859,0.889095501,0.337644232,0.291971073,-0.167150832,0.878252918,0.491030153,0.762742931,0.754890249,0.849114947,0.456481276,0.778256331,-0.215152791,0.473588649,-0.25936977,0.788591156,0.87894255,0.095342268,-0.711632725,0.382884637,0.864315735,0.273247104,0.893403129,0.457022608,0.798402455,0.335424107,0.829937672,0.313750704,0.755517851,0.136468924,0.190367295,0.406438021,0.768647385,0.839460015,0.801095542,0.287977438,0.469366726,0.242405923,0.766563859,0.329392514,0.303513744,0.048316311,0.864625339,-0.400955442,0.861108987,-0.223616668,-0.21545497,0.428783544,0.862545818,0.145843189,0.365716993,0.29939726,-0.196813702,0.389607862,0.817306914,0.317127742,0.84186621,0.823543006,0.32429036,0.299544802,0.908938679,0.329508645,-0.662496853,0.268796653,-0.418821554,-0.341781949,0.307181418,-0.389632344,0.214301563,-0.05666255,0.117585554,0.500335409,0.733439783,-0.77940348,0.73823463,0.73557399,0.765879659,-0.271733945,-0.279590471,-0.393498836,-0.394318543,-0.634279184,-0.367560509,-0.299621961,-0.33725062,-0.250361822,0.760836821,0.840913654,-0.365066567,0.851954026,0.789304316,0.847298558,-0.327961691,-0.231708413,0.72576483,0.352425114,-0.535003202,-0.582813933,0.255424145
LOC100648203,0.870552931,0.793746876,0.824927484,0.003370458,-0.049522866,0.186338128,0.878062059,0.175426708,0.798424678,0.901884682,0.818026295,0.13535814,0.874511517,0.110696446,0.152214203,0.090446527,0.827869597,0.843781435,-0.262622967,-0.837188,0.05120867,0.861268635,-0.079977631,0.846843661,0.129730014,0.894199919,0.005521707,0.883809492,-0.022320518,0.894189881,-0.223321637,-0.169687475,0.075501689,0.890734907,0.801095542,0.898017765,-0.056929903,0.154574819,-0.10888314,0.900264115,-0.002852308,-0.029604161,-0.312108873,0.884570871,-0.073914695,0.865540475,0.1130276,0.131870499,0.119224001,0.807190324,-0.210473747,0.026071991,-0.025398319,0.101486009,0.0463364,0.846130283,-0.031528186,0.854471429,0.906426594,-0.016416358,-0.023093354,0.834789143,-0.010567467,-0.825584864,-0.054671085,-0.114700896,-0.00352102,-0.014390687,-0.049958806,-0.131289774,0.270504531,-0.230570017,0.210069602,0.904556022,-0.797040395,0.860692415,0.542996833,0.641939846,0.069219195,-0.473356441,-0.288440927,-0.430718685,-0.535314136,-0.020169437,0.053042412,0.007258346,0.105036549,0.571874017,0.894959682,-0.019880896,0.785116464,0.638992595,0.863261142,0.024693154,0.123101431,0.634016482,0.008013404,-0.763151087,-0.767291473,-0.092978592
LOC100648256,-0.232469864,0.438361878,0.363474918,0.907953118,0.915408159,-0.916560528,0.202043471,0.896772969,0.086411744,-0.191932465,0.272117522,0.902556553,-0.0605146,-0.858910233,0.907107245,-0.928601596,0.083408693,0.289080814,0.911200347,0.148597766,0.911882404,0.205940684,0.94025443,0.320717414,0.918008014,-0.054753679,0.896583462,0.056642845,0.9069348,-0.171112493,0.925174182,0.93820088,0.915450654,-0.126897054,0.287977438,-0.056929903,0.922971727,0.889784799,0.928367093,-0.156225579,0.901018586,0.897248166,0.906518765,0.148889531,-0.904514264,0.186625118,-0.887671644,-0.912334498,0.867471355,0.335487887,0.918695915,0.927740264,0.875627646,-0.786257975,0.942232966,0.115973565,0.938974941,0.161902101,-0.016900778,0.920870063,0.870301673,0.392826948,0.920501062,0.253120234,0.865305601,-0.851672758,-0.918808344,0.869405898,-0.93330001,0.907761551,-0.825808883,0.891934605,0.83596056,-0.256783094,-0.135065577,-0.134797005,0.647255786,0.483690714,-0.909419956,0.417217135,-0.351315324,-6.93E-05,-0.391440304,-0.94740748,-0.944915619,-0.933290788,-0.940402107,0.644074509,0.058729164,-0.941356058,0.361582656,0.554584531,0.15480795,-0.951396247,-0.934658813,0.394508376,0.936531891,0.444014335,0.324547907,0.924184222
LOC100648530,-0.023619859,0.614795129,0.548820494,0.889209232,0.884118382,-0.853209278,0.403303977,0.918558322,0.271511976,0.023382092,0.457812518,0.91483502,0.145563014,-0.814511501,0.923234829,-0.887445294,0.275468357,0.4804417,0.830101544,-0.050635132,0.904255789,0.403184998,0.901298834,0.512114742,0.928636186,0.155810238,0.878587912,0.262377226,0.882197019,0.041952341,0.852977559,0.878282993,0.913435731,0.084407541,0.469366726,0.154574819,0.889784799,0.906837809,0.882898715,0.057941331,0.880966761,0.871013238,0.813933051,0.352817661,-0.902363007,0.385285269,-0.842108294,-0.861828312,0.876726649,0.517282221,0.849647125,0.913886485,0.850842688,-0.745578954,0.932812517,0.311608573,0.9113918,0.358502197,0.195711796,0.897215006,0.846171025,0.57985027,0.898223521,0.054355699,0.833888189,-0.860208802,-0.899866181,0.847332339,-0.924919962,0.857489727,-0.744701587,0.818755795,0.867166177,-0.039447862,-0.318794958,0.06964279,0.760479362,0.623601633,-0.873646909,0.297400185,-0.411298723,-0.100924941,-0.508368347,-0.93174845,-0.9121669,-0.911512961,-0.895575534,0.764128411,0.267029591,-0.925759649,0.537646786,0.692280158,0.353618865,-0.925146375,-0.885725722,0.53448257,0.918260372,0.255762531,0.137896713,0.882530043
LOC100648627,-0.28323946,0.393558242,0.3167007,0.909834318,0.920358786,-0.929409167,0.151833893,0.888699534,0.040533555,-0.244417489,0.225532705,0.89680863,-0.111119526,-0.867261923,0.90039699,-0.935944021,0.035824422,0.241048492,0.928439001,0.197250185,0.911011925,0.156709135,0.947019353,0.272580701,0.912620205,-0.106481619,0.898314524,0.005769186,0.910296254,-0.223105866,0.940176769,0.950138111,0.913186423,-0.178589964,0.242405923,-0.10888314,0.928367093,0.882898715,0.936772927,-0.208535452,0.903243038,0.901007802,0.926602465,0.098182823,-0.902316613,0.13710289,-0.896223613,-0.922030242,0.862574296,0.289673269,0.932942262,0.928356633,0.879095143,-0.793912053,0.941713043,0.067409947,0.942941003,0.112962129,-0.069247762,0.923922656,0.873623978,0.345550733,0.923215282,0.301342008,0.870438782,-0.847000602,-0.920705672,0.872223939,-0.932550622,0.917413328,-0.843307152,0.907279494,0.825748917,-0.309570534,-0.089378501,-0.184774273,0.61740007,0.447751233,-0.915493535,0.44548755,-0.33547304,0.024786606,-0.361443116,-0.948409437,-0.950136812,-0.935843283,-0.948613475,0.612545068,0.007216817,-0.942360832,0.317101538,0.518977204,0.10534452,-0.954996268,-0.943899544,0.358822256,0.938210489,0.489069571,0.369568961,0.931662669
LOC100648645,0.891850346,0.743028091,0.782150069,-0.094566905,-0.148034925,0.28438128,0.852464651,0.077949139,0.785643436,0.918674294,0.785131697,0.037430537,0.877246393,0.202849973,0.053722725,0.190204065,0.81528457,0.808945679,-0.359757274,-0.849584469,-0.047359879,0.835323724,-0.181037318,0.808582621,0.030160372,0.896228116,-0.091198766,0.873868623,-0.120036667,0.908767421,-0.322133422,-0.270136731,-0.023557023,0.900558791,0.766563859,0.900264115,-0.156225579,0.057941331,-0.208535452,0.913209765,-0.100014802,-0.126244026,-0.408523716,0.864677895,0.023957647,0.841660226,0.208272938,0.229694029,0.02515029,0.767508213,-0.308642556,-0.074097843,-0.119724647,0.185843923,-0.055484333,0.829953961,-0.132659943,0.833305549,0.904319344,-0.115661024,-0.11685527,0.788803354,-0.109797695,-0.84930439,-0.147757262,-0.022350675,0.095587733,-0.108093725,0.050914213,-0.22862263,0.358395196,-0.325765487,0.11900045,0.928328192,-0.77901784,0.871498563,0.470836018,0.586990537,0.16700003,-0.516300978,-0.249300972,-0.428843743,-0.490776332,0.082095915,0.154721591,0.107882294,0.206003515,0.4999311,0.884745459,0.081730559,0.742715738,0.576410166,0.842822257,0.127194184,0.223370659,0.588719842,-0.093026311,-0.807729238,-0.798967217,-0.192248738
LOC100648813,-0.176474008,0.476313611,0.404773432,0.889856789,0.894044003,-0.887109062,0.24972661,0.889043162,0.131730886,-0.134906686,0.314850094,0.892348509,-0.007750267,-0.835078834,0.897801027,-0.904559497,0.130523871,0.332989627,0.877360547,0.096258485,0.896526555,0.252555467,0.916594581,0.364169251,0.907156898,-0.000944964,0.878843025,0.107594526,0.887344726,-0.114959773,0.893369291,0.909294781,0.901454772,-0.071838904,0.329392514,-0.002852308,0.901018586,0.880966761,0.903243038,-0.100014802,0.882695206,0.877423966,0.869856526,0.198027345,-0.890645206,0.233880892,-0.863123309,-0.886178587,0.857019298,0.376304877,0.887778833,0.910583291,0.856486992,-0.764433374,0.925978383,0.163508882,0.918196555,0.20900361,0.03686587,0.901347197,0.851404194,0.434115287,0.901330374,0.199358762,0.844647553,-0.841272439,-0.900502159,0.851039416,-0.917438934,0.881732012,-0.793225145,0.860372252,0.831498008,-0.198293142,-0.179322766,-0.081350421,0.666218795,0.511781357,-0.88701553,0.380910015,-0.361237551,-0.025455073,-0.415105091,-0.929506313,-0.92274945,-0.914057434,-0.915262273,0.664803684,0.110296015,-0.923559818,0.400572778,0.581072969,0.202570483,-0.930770441,-0.908569934,0.423929002,0.918133369,0.390086341,0.272783086,0.900081888
LOC100648826,-0.201353606,0.44976237,0.377726834,0.884356596,0.890095108,-0.887280597,0.222036952,0.878419053,0.107131159,-0.160972492,0.288554877,0.882898754,-0.033771697,-0.833311278,0.88781572,-0.901766693,0.10505374,0.305816598,0.879865225,0.120630257,0.889559872,0.22534924,0.913416679,0.33671574,0.897785054,-0.027594583,0.873345538,0.080596011,0.882625603,-0.140917243,0.894605286,0.908835349,0.89373403,-0.097955044,0.303513744,-0.029604161,0.897248166,0.871013238,0.901007802,-0.126244026,0.877423966,0.872982163,0.873881873,0.17045738,-0.883037364,0.206660645,-0.861255067,-0.884732134,0.848264868,0.349959759,0.888665766,0.904280615,0.852046863,-0.762819945,0.918978223,0.137294259,0.913564693,0.18226428,0.009622345,0.896367108,0.846926198,0.406596673,0.896176036,0.222759033,0.841151864,-0.832748393,-0.894932881,0.846304215,-0.910382611,0.88029523,-0.796475306,0.862024544,0.820190412,-0.224053943,-0.154475512,-0.106513303,0.645989844,0.489540136,-0.883696416,0.392708983,-0.350447349,-0.012461245,-0.396628933,-0.92326476,-0.918731282,-0.908727226,-0.912839441,0.643722515,0.082948729,-0.917362951,0.374738404,0.558499136,0.175608175,-0.925858534,-0.90672621,0.402457065,0.91232319,0.410468163,0.294000135,0.897391733
LOC100648830,-0.473552413,0.195468019,0.114308572,0.874762688,0.897102208,-0.937398672,-0.056611515,0.814701047,-0.145330449,-0.443427435,0.028170192,0.831755322,-0.308833963,-0.860130115,0.831316788,-0.92154825,-0.156660178,0.037154943,0.954077327,0.383101121,0.864851266,-0.048042851,0.929789125,0.066791649,0.84827032,-0.308916425,0.863180429,-0.198497688,0.881138614,-0.421142553,0.956298984,0.953502082,0.861335155,-0.377506878,0.048316311,-0.312108873,0.906518765,0.813933051,0.926602465,-0.408523716,0.869856526,0.873881873,0.963735066,-0.10974309,-0.851241447,-0.067896357,-0.888538386,-0.917722664,0.802536316,0.092394923,0.946370905,0.887345646,0.851824122,-0.787418491,0.895520082,-0.130481108,0.914678737,-0.08857164,-0.275908819,0.892888287,0.846027018,0.13979438,0.890857214,0.480590642,0.850252383,-0.788593897,-0.885189517,0.842670522,-0.885866689,0.913145696,-0.873973923,0.926315142,0.746124991,-0.506741477,0.09800697,-0.376522031,0.46876469,0.282666799,-0.896967726,0.537982351,-0.256234621,0.12329448,-0.224229007,-0.908005371,-0.926570415,-0.902245247,-0.937108637,0.457425665,-0.199678921,-0.902251367,0.123885667,0.351888567,-0.09793145,-0.924701577,-0.936743112,0.198919039,0.900997364,0.646827986,0.532787505,0.918012861
LOC100648836,0.817993425,0.890810252,0.905269011,0.205790899,0.154604087,-0.018160716,0.922368658,0.375210002,0.81701873,0.858336442,0.878005981,0.336464526,0.860285187,-0.080886007,0.354320975,-0.116656224,0.84576939,0.907521351,-0.059255037,-0.803355368,0.254464922,0.90645821,0.129714258,0.917634214,0.334285949,0.88124141,0.205405536,0.895694972,0.179894485,0.855289808,-0.016871345,0.039621977,0.279533048,0.861695332,0.864625339,0.884570871,0.148889531,0.352817661,0.098182823,0.864677895,0.198027345,0.17045738,-0.10974309,0.917021614,-0.275509178,0.906420158,-0.084969014,-0.071640401,0.312521889,0.881307199,-0.005478547,0.232884792,0.169839508,-0.073891273,0.256363241,0.871274893,0.177837732,0.88984855,0.901896911,0.188900475,0.170955139,0.92166626,0.194662184,-0.768459259,0.138290098,-0.304480373,-0.208361448,0.179450784,-0.257991049,0.071201124,0.086167546,-0.031524219,0.396265982,0.846547437,-0.826482722,0.829916835,0.686842711,0.749236619,-0.133589272,-0.379942321,-0.366522392,-0.430372162,-0.622133782,-0.231371898,-0.157666029,-0.200819924,-0.104709323,0.714986378,0.907300925,-0.229734468,0.865069578,0.762097241,0.897049273,-0.187436283,-0.085379186,0.72143719,0.216801427,-0.663519136,-0.694290441,0.113141457
LOC100649182,0.103667345,-0.548611967,-0.479074084,-0.898405405,-0.898108346,0.879409349,-0.327131761,-0.912297518,-0.201230556,0.059034845,-0.387725851,-0.912207108,-0.066961146,0.833364589,-0.919151676,0.905221889,-0.202530303,-0.408236206,-0.863046886,-0.025560379,-0.909227943,-0.328550797,-0.918263935,-0.43996713,-0.926671674,-0.075513264,-0.887473365,-0.184171777,-0.893673074,0.039560784,-0.882565067,-0.903224885,-0.916279311,-0.003664919,-0.400955442,-0.073914695,-0.904514264,-0.902363007,-0.902316613,0.023957647,-0.890645206,-0.883037364,-0.851241447,-0.275509178,0.905233691,-0.310068174,0.861470049,0.883128005,-0.875170239,-0.448824477,-0.878021393,-0.921265617,-0.862265696,0.762850964,-0.938536518,-0.23738306,-0.924023906,-0.284013397,-0.114720647,-0.908310418,-0.857332823,-0.509531629,-0.908793603,-0.130609954,-0.84781311,0.858890414,0.90916247,-0.857708862,0.930227567,-0.878689813,0.777456481,-0.84864188,-0.85718065,0.122781268,0.249145848,0.008503959,-0.718837261,-0.571427261,0.889330308,-0.343967131,0.389256722,0.062524033,0.464735529,0.939859544,0.926779288,0.921921785,0.914776361,-0.719878429,-0.187851846,0.933833175,-0.471430019,-0.641110064,-0.2782722,0.937299008,0.906477089,-0.482081826,-0.927341511,-0.328447014,-0.20970079,-0.900486187
LOC100649239,0.792501119,0.893406364,0.904307405,0.241803781,0.19190084,-0.058057964,0.914000711,0.407565911,0.805543415,0.833869766,0.873543323,0.369798422,0.841551285,-0.117080196,0.387520937,-0.155241348,0.833624939,0.903251781,-0.018146324,-0.781818575,0.289740659,0.898558689,0.168566904,0.914564485,0.368338873,0.862368772,0.240926496,0.881442483,0.216346625,0.831794057,0.024058732,0.080068151,0.314496947,0.840020913,0.861108987,0.865540475,0.186625118,0.385285269,0.13710289,0.841660226,0.233880892,0.206660645,-0.067896357,0.906420158,-0.310068174,0.897673402,-0.122349512,-0.11035268,0.344763008,0.87956478,0.034954223,0.269259981,0.205105188,-0.107026776,0.29293588,0.860083371,0.215734859,0.880326161,0.884299982,0.22579606,0.205966161,0.921686758,0.231433893,-0.742986124,0.173692251,-0.336178223,-0.244802831,0.214263713,-0.294141113,0.109720861,0.048304534,0.008220492,0.425558749,0.819454162,-0.816966424,0.8084895,0.702421005,0.756468431,-0.171015879,-0.354526148,-0.375095285,-0.422332246,-0.627691183,-0.268638743,-0.196200925,-0.238038019,-0.144035753,0.729899056,0.892923128,-0.266766259,0.864776164,0.772200918,0.887080884,-0.225699319,-0.124814737,0.725273459,0.253863136,-0.631626987,-0.667067754,0.151598345
LOC100649251,0.279359181,-0.368123934,-0.294370688,-0.869359358,-0.879945195,0.889962062,-0.136300464,-0.84744266,-0.030744048,0.242576267,-0.207324063,-0.85559218,0.114929413,0.829820445,-0.858852405,0.895247101,-0.02594965,-0.221892522,-0.88979821,-0.196858246,-0.870006025,-0.141127016,-0.90572541,-0.25199252,-0.870757252,0.110694629,-0.858330086,0.00332931,-0.870057787,0.222134942,-0.900621055,-0.909603043,-0.87184083,0.179563163,-0.223616668,0.1130276,-0.887671644,-0.842108294,-0.896223613,0.208272938,-0.863123309,-0.861255067,-0.888538386,-0.084969014,0.861470049,-0.122349512,0.857518138,0.882366202,-0.823040942,-0.268722051,-0.893579578,-0.886831257,-0.840274326,0.759638759,-0.899391253,-0.055948541,-0.901343627,-0.099392524,0.075238102,-0.883019441,-0.835023289,-0.321839705,-0.882284993,-0.296207206,-0.832295591,0.808204735,0.879745984,-0.833598415,0.890599852,-0.877948695,0.808529239,-0.869258548,-0.786943551,0.304860049,0.077431733,0.185172026,-0.584524839,-0.421426852,0.875493251,-0.430421756,0.317675889,-0.027993986,0.340021781,0.906051786,0.908434827,0.894318586,0.907499376,-0.579596735,0.002057578,0.900274922,-0.295151999,-0.489516384,-0.092025574,0.912794666,0.903175705,-0.336529949,-0.896427786,-0.474965846,-0.360818343,-0.891181384
LOC100649657,0.302151195,-0.363943361,-0.2876747,-0.89247115,-0.904271543,0.916967185,-0.124454737,-0.866937276,-0.017488761,0.264940218,-0.198429659,-0.87601034,0.13340863,0.853889182,-0.87906032,0.920702701,-0.012047518,-0.212932399,-0.918143723,-0.216863186,-0.892291756,-0.129705968,-0.931275743,-0.243780677,-0.891678823,0.129408045,-0.88110999,0.018997933,-0.893641078,0.243818422,-0.928562224,-0.936838142,-0.893747224,0.200051064,-0.21545497,0.131870499,-0.912334498,-0.861828312,-0.922030242,0.229694029,-0.886178587,-0.884732134,-0.917722664,-0.071640401,0.883128005,-0.11035268,0.882366202,0.90820871,-0.842875922,-0.261655117,-0.921106585,-0.910008547,-0.863118049,0.781674567,-0.922546083,-0.042524075,-0.925923099,-0.08697894,0.093222021,-0.906844122,-0.857686423,-0.315702011,-0.905986995,-0.318655572,-0.855442678,0.827724016,0.903131959,-0.856070159,0.913456507,-0.903663225,0.834847611,-0.896491581,-0.804214985,0.328931153,0.065445225,0.205279829,-0.59053229,-0.421343042,0.900048149,-0.450238249,0.321058301,-0.03633287,0.339647875,0.929845415,0.933582558,0.918282987,0.933538732,-0.584963786,0.017888862,0.923919665,-0.289178628,-0.491299333,-0.079260692,0.937558856,0.929418271,-0.33432304,-0.920179192,-0.501078112,-0.383961201,-0.916573254
LOC100649750,-0.053154656,0.570497177,0.505242406,0.864821062,0.861702825,-0.83638038,0.361855802,0.887404372,0.236421911,-0.008521821,0.416957773,0.885171759,0.11127307,-0.7961166,0.892757942,-0.86635763,0.239249532,0.438076428,0.816547952,-0.02023018,0.877798507,0.362322249,0.879470107,0.468778783,0.898791327,0.120558052,0.854415078,0.224576457,0.858890881,0.009808301,0.837437096,0.860192469,0.885885711,0.051224443,0.428783544,0.119224001,0.867471355,0.876726649,0.862574296,0.02515029,0.857019298,0.848264868,0.802536316,0.312521889,-0.875170239,0.344763008,-0.823040942,-0.842875922,0.848662895,0.475179879,0.833752169,0.888037744,0.828499078,-0.728746296,0.905744675,0.273770243,0.887607982,0.319094722,0.158946618,0.873294267,0.823875023,0.535083338,0.874072489,0.081492638,0.81302216,-0.832752712,-0.875181906,0.824702943,-0.897941973,0.838635628,-0.733752253,0.804400709,0.836214029,-0.069729414,-0.282462273,0.037904187,0.720897667,0.584326008,-0.852199989,0.305692402,-0.390072759,-0.083238404,-0.475934461,-0.905616784,-0.88910776,-0.886884471,-0.874771746,0.723446026,0.22871529,-0.899801453,0.49575382,0.651232097,0.31403997,-0.900750169,-0.865817045,0.497914165,0.892918283,0.275237593,0.160732505,0.861664323
LOC100649882,0.70794357,0.918992225,0.916355019,0.384980655,0.339162212,-0.213021585,0.897638313,0.539520106,0.775300645,0.753990703,0.871545308,0.504868263,0.783927188,-0.258783287,0.52238279,-0.306835352,0.801289506,0.902516524,0.140164077,-0.712338055,0.43090844,0.883734726,0.321425402,0.918656199,0.506157796,0.804572093,0.3821899,0.841805995,0.360774861,0.755625342,0.182415278,0.237533463,0.454892831,0.771023546,0.862545818,0.807190324,0.335487887,0.517282221,0.289673269,0.767508213,0.376304877,0.349959759,0.092394923,0.881307199,-0.448824477,0.87956478,-0.268722051,-0.261655117,0.475179879,0.888168309,0.19158167,0.414313336,0.344759328,-0.236752101,0.439163704,0.831886069,0.36572822,0.858922303,0.831808062,0.372100086,0.344652655,0.937826875,0.37735816,-0.657639714,0.313325612,-0.464349179,-0.389685426,0.35233041,-0.438759348,0.260269327,-0.096956124,0.161727063,0.546006701,0.72918861,-0.794481987,0.739896102,0.774773295,0.797555876,-0.318414381,-0.262630363,-0.414711889,-0.398667964,-0.660073533,-0.417121917,-0.348314864,-0.385799841,-0.298294977,0.80016175,0.853003171,-0.414309797,0.878713281,0.824644213,0.864073746,-0.377278255,-0.279160086,0.752714894,0.401297276,-0.519570952,-0.573647403,0.302634043
