"","Argk","LOC100642226","LOC100642278","LOC100642442","LOC100642761","LOC100642962","LOC100643149","LOC100643245","LOC100643324","LOC100643448,LOC100643573","LOC100643490,LOC100643615","LOC100643909","LOC100643917","LOC100644207,LOC100644326","LOC100644380","LOC100644460","LOC100644679,LOC100644803","LOC100645107","LOC100645172","LOC100645186","LOC100645260","LOC100645357","LOC100645422,LOC100647236","LOC100645532","LOC100645607","LOC100645621","LOC100645715","LOC100645755","LOC100645982","LOC100646287","LOC100646701","LOC100646745","LOC100647066","LOC100647082","LOC100647122","LOC100647219","LOC100647457","LOC100647462","LOC100647571","LOC100647719","LOC100647775","LOC100648104","LOC100648166","LOC100648246","LOC100648328","LOC100648613","LOC100648687","LOC100648726","LOC100648977","LOC100649060","LOC100649206","LOC100649548","LOC100649595","LOC100649617","LOC100649684,LOC100649799","LOC100649746","LOC100649821","LOC100649867","LOC100649872","LOC100649912","LOC100650166","LOC100650271","LOC100650314","LOC100650504","LOC100650592","LOC100650715","LOC100651143","LOC100651232,LOC100651471","LOC100651366","LOC100651655","LOC100651720","LOC100651862","LOC100652140,LOC100652258","LOC100652148","VSP","NC_015762.1_411","NC_015777.1_18125","NC_015768.1_8751","NW_003565985.1_26226","NC_015762.1_1265","NC_015777.1_17856","NW_003566384.1_33820","NC_015767.1_7711","NC_015763.1_1766","NC_015773.1_14613","NC_015776.1_17233","NC_015771.1_11678","bte-mir-2788_MI0016140","rna8556_UTR3_UTR3","rna2029_UTR3_UTR3","rna9124_UTR3_UTR3","rna8557_UTR5_UTR5","rna17637_UTR5_UTR5","rnd-5_family-1739_1_3446_TE","rnd-5_family-825_1_322_TE","rnd-5_family-1522_1806_5325_TE","Gypsy-19_RP-I_1033_3957_TE","rnd-6_family-1476_1957_4172_TE","rnd-6_family-818_1_1483_TE","rnd-6_family-1476_43_1685_TE"
"Argk",0.861946756955789,-0.865995149622477,-0.849943808426928,-0.896402276592356,-0.832945526978462,-0.168602277506392,0.869101672110407,-0.364926204614085,0.8802153550156,0.906963535755687,0.853807972962561,0.463232066713113,-0.186578902003212,0.297199222744175,-0.868757571576483,0.258093531735113,-0.0725520951035588,0.860416191252687,0.872564289781298,0.489940594490026,-0.173216129127916,0.242411483980896,-0.0876221878399104,0.0539505715153503,0.227491114778353,0.878691578031751,0.871724388366931,0.897490621669724,-0.305788164669994,-0.129870598104384,0.866679414700169,0.0795452057615917,0.88028146509589,-0.886076307761459,0.195577435734097,-0.119698735906283,0.420795269578007,0.912515750465571,0.0891248180754735,0.88342582186807,-0.187056955090499,0.0960304906234435,0.889842179184029,0.239413723533549,0.884668710436914,0.875094693673958,0.87636514413825,0.21167085160139,0.0258713010981872,0.838855175852483,0.883806937252809,0.85665566486911,-0.327177176401323,0.837301949723947,0.906021346755827,0.8912413680033,0.0192391682005116,-0.896230620926395,0.88693405160835,0.896376222829524,0.904912228684641,0.888464160446303,0.241798570245819,0.0867119483972442,0.862471783064787,0.845445228593231,0.903746008113111,0.860291494909055,0.859681867952232,-0.87555645688555,0.868938685508495,0.863242690545162,0.869769637736248,0.0887564218830911,-0.850686142835886,-0.24786895040416,-0.109290324163183,-0.363713946447945,-0.825159601007046,-0.437700346313492,-0.878446623855435,-0.695645596384973,-0.879611069623485,-0.291043819766603,-0.343232575911848,-0.492702294938828,0.21118002088443,-0.393270765605941,-0.203541624703674,-0.252950267587359,-0.382907410059562,-0.203541624703674,-0.545457227511331,0.848929272557275,0.895678044828624,0.813774789364165,-0.216837163963034,0.905969980089067,-0.210351692164163,0.843769290531828
"LOC100642226",-0.865995149622477,0.870073617059894,0.853370485940808,0.900459329706983,0.836385066367196,0.167175891778044,-0.872697918038331,0.364521173925965,-0.883915658492642,-0.911501184824875,-0.857411383141113,-0.467569855271906,0.184994947074496,-0.300971180418987,0.872520049410751,-0.25698498210098,0.0708571381025734,-0.864254957993539,-0.877110321417602,-0.494674345320732,0.171872814217381,-0.246275754104,0.0899923985314723,-0.0563837454014873,-0.230633370091466,-0.882991912723014,-0.875589500667952,-0.901353756377013,0.304901396804717,0.132749712237289,-0.870181510330925,-0.0822366113768917,-0.884347898401861,0.889940136261336,-0.198542401171724,0.122466265542561,-0.420347274287228,-0.916664622096197,-0.0913883370914283,-0.887181434425271,0.185995743996223,-0.0986716824288515,-0.893999348848043,-0.242933342728831,-0.888571091482851,-0.87932610141981,-0.8806954070314,-0.21499516545977,-0.0283909823594263,-0.841981507303581,-0.887784471182707,-0.860344977954115,0.326504996258282,-0.841296541720755,-0.910165323215731,-0.895253585557049,-0.0216636937262693,0.900446850894239,-0.890647941183089,-0.900547975676145,-0.909387451402239,-0.892391432144419,-0.245245877740255,-0.0891729906793429,-0.866160375437423,-0.849272454318501,-0.907945319273956,-0.86442086480098,-0.863311216139889,0.879832597261715,-0.872959452093534,-0.866563580068328,-0.873486073229072,-0.091616733484482,0.8539354675686,0.248131350478235,0.107365604854888,0.362849310861059,0.828754007325463,0.437568961333836,0.88223377054081,0.699591690199008,0.883534767303727,0.29407662601214,0.342040677492379,0.493009891236485,-0.214777780554005,0.392502376306596,0.20702197192549,0.256619183508616,0.38736978894523,0.20702197192549,0.550238401971869,-0.853378904487825,-0.899765635090813,-0.817866455741272,0.215803154976829,-0.909952061707266,0.208923471503265,-0.84742494070363
"LOC100642278",-0.849943808426928,0.853370485940808,0.867005024227974,0.891748733739901,0.845505171822249,0.279640405537599,-0.881828025047678,0.468156797126005,-0.890136212877425,-0.880133020070494,-0.862709475280495,-0.346267902357408,0.309736485374055,-0.171609030840174,0.872909256630229,-0.373124000656693,0.175596444025035,-0.85878201757922,-0.8375259505704,-0.358777147977359,0.281051556971065,-0.0997126038972226,-0.0137141258499152,0.0582188709330387,-0.118323387673336,-0.857597579057654,-0.871300913180685,-0.902995236667604,0.420268475010132,0.0120764063390835,-0.883670415877676,0.0400354058726965,-0.871502754478383,0.888964124841817,-0.0882545353828528,0.00530776664649658,-0.538856703824731,-0.906813001271942,0.00641819268710913,-0.891245631074664,0.283602894114462,0.017255340651263,-0.878587676374535,-0.113653540391485,-0.885267609265639,-0.856710424925223,-0.853215261463825,-0.0896195689855201,0.0970700144318825,-0.868760728234071,-0.880369549807009,-0.861810291224811,0.43552605917987,-0.822475594747843,-0.899100108868288,-0.887712435439392,0.100338165598155,0.883402023467999,-0.897679889945312,-0.885853975993602,-0.880808699726943,-0.888649124694629,-0.120273889388288,0.0194730203827569,-0.868978557246907,-0.841015299925155,-0.893481802827705,-0.843775105521495,-0.86858593878189,0.854990132294439,-0.859929045822349,-0.888718727904495,-0.876503628740647,0.0373746168836598,0.876980523922083,0.290511821764227,0.232387155435462,0.490162832599521,0.82804253131746,0.543401488859045,0.883528543528238,0.65126276307882,0.877976600583785,0.201842897353126,0.481777476289597,0.588403790595977,-0.0750407093780154,0.521484320793647,0.071676368808751,0.122620141925907,0.241409544850601,0.071676368808751,0.424424777219381,-0.813473315483124,-0.889299828690859,-0.788665889718388,0.318727445570092,-0.90731228898603,0.330925198009753,-0.847730337642206
"LOC100642442",-0.896402276592356,0.900459329706983,0.891748733739901,0.93435633085993,0.872787196478255,0.206062222242118,-0.91057022957616,0.408859387247433,-0.921409995485472,-0.93937109574908,-0.893571192077753,-0.45180737432409,0.228108853223784,-0.276174008178792,0.907887898449919,-0.300550110200492,0.103644343557005,-0.897614016848702,-0.901243201544376,-0.475837236762321,0.210010192353045,-0.214354131547244,0.0639998414848385,-0.0259201215533266,-0.207865803139602,-0.911416549115684,-0.909744933586055,-0.938244487735863,0.350182180460962,0.103637476225057,-0.909197448075609,-0.0506264980938151,-0.916412630962001,0.925621850434994,-0.175055826163252,0.0939426780556491,-0.471190746577372,-0.950890453327744,-0.0671378154633131,-0.924191662937014,0.221397795047782,-0.069538439841219,-0.92572081844723,-0.215814513306026,-0.923532527066534,-0.908396472686156,-0.908431330090153,-0.187862846254862,0.00630600811428873,-0.883654987093942,-0.921539482903361,-0.895528302142511,0.370845678084481,-0.86991437482301,-0.943781808114093,-0.929274344519588,0.0123168563352236,0.931962257742731,-0.928646130579709,-0.932739100283235,-0.937968886281481,-0.927381867074917,-0.219451235392661,-0.0617361117049699,-0.901965201853431,-0.881230652549618,-0.940501203638665,-0.893451752997287,-0.899702747931959,0.908287241429518,-0.904511072655862,-0.907909270619761,-0.90964387635584,-0.0584659371154103,0.895025130219807,0.270265904280796,0.147422676301785,0.413884743798562,0.862038899823575,0.485486533727944,0.918252850245751,0.714053105607773,0.917648532495516,0.279608450161744,0.395784608911395,0.540185395745536,-0.183533603739752,0.44521269404155,0.176719042115025,0.228705082652654,0.361321722178957,0.176719042115025,0.536527393902423,-0.876461077229769,-0.933133141892094,-0.842572072294689,0.253928766309279,-0.945967077976991,0.252221513419767,-0.88175480594991
"LOC100642761",-0.832945526978462,0.836385066367196,0.845505171822249,0.872787196478255,0.825117480398587,0.257723398273039,-0.860617412488661,0.443200056580194,-0.869141073384644,-0.864575475901482,-0.842462553147999,-0.355253621269459,0.285436675881195,-0.185662584033302,0.853112214276362,-0.348583184086534,0.157103690424688,-0.840117234523773,-0.824071179762177,-0.369503441314966,0.259558176335445,-0.117777047660463,0.000974057700705855,0.0410134504625205,-0.131217998409921,-0.841721512218028,-0.852188783001213,-0.882344105974639,0.394768387993771,0.0285335668427236,-0.861813823593811,0.022177955690564,-0.853572350922431,0.868993236091618,-0.101548881550423,0.0214307200225601,-0.510238780236887,-0.887668940080756,-0.00728699192102859,-0.870524359400935,0.263656108649974,0.000792798082129592,-0.860852855891464,-0.129006488952904,-0.865703010186669,-0.840469186815497,-0.837727491573164,-0.104974823438538,0.0774804561143196,-0.845398770688611,-0.861485748021395,-0.842115087745605,0.41056070232347,-0.806482559057936,-0.880298748662782,-0.868680055970063,0.0811542688416192,0.865784736838436,-0.876401638102891,-0.867855310442493,-0.864849145579747,-0.869068883253415,-0.134879861006321,0.00396976799178018,-0.848933661640887,-0.823138363707249,-0.875278659917807,-0.827553321035324,-0.848209345328615,0.839096527779695,-0.842286096384174,-0.865546456325984,-0.856260892916547,0.0186457704474012,0.853950363899608,0.278065469623614,0.209797978212802,0.461425635374157,0.809412865167951,0.516438314991201,0.863365769977925,0.643233168406572,0.858889498675048,0.210065102963469,0.451507556599738,0.561869998808728,-0.0927167951173413,0.49180739552624,0.0888197090672796,0.138424569075399,0.256185561124892,0.0888197090672796,0.432268281782261,-0.800607090812022,-0.870637024288646,-0.774876590725772,0.297249053201544,-0.887157075400336,0.30652600238825,-0.828514400697601
"LOC100642962",-0.168602277506392,0.167175891778044,0.279640405537599,0.206062222242118,0.257723398273039,0.47788304318709,-0.267425485087346,0.496377301098,-0.259198460321986,-0.121687244714934,-0.248590356012651,0.343021094234902,0.529935895442278,0.418417041630031,0.233694134771975,-0.515943068010204,0.422480843912012,-0.20890420689582,-0.0808731264859282,0.392052446009133,0.466470905165615,0.499258483827373,-0.375695767181407,0.426628958388006,0.371422882483043,-0.137121195173326,-0.216484579512073,-0.246193107602559,0.525719786102984,-0.429700581327518,-0.283552929092058,0.449303893650882,-0.185841728016364,0.233068933474216,0.372170455195994,-0.418892508983483,-0.568551538843634,-0.205977696219909,0.352588004885173,-0.251757784743471,0.425636885612564,0.420479075764358,-0.178519764401834,0.433544686748981,-0.22373544045677,-0.146853512814506,-0.128472146118247,0.425934284838007,0.475922328386628,-0.327264056694334,-0.20768222398892,-0.234601007969114,0.507013851385966,-0.151356525658506,-0.199571392662092,-0.209183461953771,0.464382422990382,0.173942026338507,-0.264116846807504,-0.183028110134698,-0.131874049053773,-0.223061045048994,0.416328643241462,0.394948680994046,-0.241362023826456,-0.194187802006768,-0.185884877255966,-0.150478236172451,-0.250070357553933,0.138407127429846,-0.182097115742522,-0.315986443818071,-0.244079840625424,0.472701350826114,0.31605522150443,0.229350295233848,0.510356299967118,0.587177765427577,0.217805549904002,0.524282726981158,0.239768838862685,-6.60850817673364e-05,0.213706504183266,-0.277173372117695,0.62951465065558,0.498810220791064,0.481335653096533,0.601498463655857,-0.466476618354595,-0.448088728672519,-0.459387296288968,-0.466476618354595,-0.338407634259778,-0.0733198929043041,-0.199113720909815,-0.105122330932772,0.454059392103067,-0.231983003129311,0.525745568443351,-0.226692874004327
"LOC100643149",0.869101672110407,-0.872697918038331,-0.881828025047678,-0.91057022957616,-0.860617412488661,-0.267425485087346,0.897649532700919,-0.461019686841034,0.906577902732555,0.902290592439261,0.878759499884951,0.372121757839247,-0.296179716892849,0.195312445602907,-0.8899309205971,0.362160662589678,-0.162560335676664,0.876449161314508,0.860141878091637,0.38717123032863,-0.269381011936933,0.124714234504178,-0.00232759968293333,-0.0413344573788546,0.138302174887947,0.878374616623616,0.889026786977739,0.920408737443243,-0.410349160975148,-0.0312912500487764,0.898842463120315,-0.0215889605738852,0.890578283340181,-0.906514693727057,0.107326851821827,-0.0238373677392864,0.530763963769867,0.926108756565276,0.0088384118382816,0.908048166555786,-0.273802164055561,0.000639022951891416,0.898205500053072,0.136209812576322,0.903111882685538,0.877033096431908,0.87423457625749,0.111091473738973,-0.079238202561806,0.88155080038181,0.898764581404018,0.87844550678146,-0.426903386024066,0.841531485077417,0.918435786530059,0.906271019875535,-0.0831143363716282,-0.903370913362925,0.91414160046298,0.905501131807412,0.90254079916628,0.906628589364445,0.142282224461201,-0.00276715473257171,0.885541288038956,0.858772626499062,0.913241987058972,0.863534819794273,0.884754641416872,-0.875629348621604,0.878807213203008,0.902626615338933,0.8931822696757,-0.0178193382136147,-0.890518736638287,-0.28953189885883,-0.217272618887346,-0.479732515774189,-0.844359257786644,-0.537391409642345,-0.900615607482987,-0.671608783337087,-0.896032786907356,-0.220298736768857,-0.469229226517886,-0.58491611037205,0.0984859601196671,-0.511404571121644,-0.094365125166499,-0.14609409416972,-0.269089371140516,-0.094365125166499,-0.452517725170166,0.835669050359663,0.908349444441708,0.808692543884691,-0.308777868392129,0.92548359504065,-0.318213988761982,0.864272429971599
"LOC100643245",-0.364926204614085,0.364521173925965,0.468156797126005,0.408859387247433,0.443200056580194,0.496377301098,-0.461019686841034,0.560478690947514,-0.455789411178516,-0.330757868000529,-0.439410089774428,0.218108024817494,0.550352805769206,0.32940047119125,0.428716315890297,-0.553900807206773,0.420736302628611,-0.403062745446334,-0.283633909927606,0.258628263993116,0.486567090278028,0.419582965215252,-0.338160156580787,0.39477829307102,0.300996561348674,-0.338814294704171,-0.41297854510035,-0.447451964530812,0.574520821402095,-0.379755806988131,-0.475852566883666,0.410384937116055,-0.385730786275853,0.432215331307938,0.3092589309822,-0.371837216913869,-0.64263756535335,-0.412589814926877,0.315730986893262,-0.449441023337735,0.450833900939724,0.378950821965924,-0.380997763873887,0.35751867572034,-0.422966555193635,-0.347260385438994,-0.330002012006242,0.356810579873575,0.448507278897847,-0.511026755456645,-0.407427839766826,-0.426720257074556,0.561710861137781,-0.342623134006483,-0.404934110807157,-0.410620299676268,0.439052383336092,0.378135863675708,-0.462076827518725,-0.386849813168594,-0.340003669805991,-0.423220039552853,0.340508927373498,0.356766856763048,-0.43455437267209,-0.385463907175693,-0.391321856794467,-0.347221650274175,-0.442213164381421,0.339301164442736,-0.379470929909858,-0.506021932480268,-0.438876670458095,0.430556791476449,0.503117748108842,0.27771378655506,0.513368977518879,0.646929410754848,0.403226866517057,0.60434803828313,0.436810859299564,0.164471512487707,0.412190143466923,-0.195932869166809,0.682527590707205,0.593024446345938,0.409849011919521,0.667600107113968,-0.397461509244222,-0.368210245915857,-0.348265675054892,-0.397461509244222,-0.194253042572424,-0.270828485793786,-0.402050512490406,-0.292893104114197,0.485028232621539,-0.435883259688664,0.551972740955686,-0.416118090596627
"LOC100643324",0.8802153550156,-0.883915658492642,-0.890136212877425,-0.921409995485472,-0.869141073384644,-0.259198460321986,0.906577902732555,-0.455789411178516,0.91589272180334,0.915287342044004,0.887861068184064,0.388231969198111,-0.287049792860499,0.210285234690989,-0.899641850446403,0.354606978102774,-0.153950833224289,0.886593933680225,0.873491941326133,0.404894201117822,-0.261501367846692,0.140619977114674,-0.0126410591164551,-0.0304184118572697,0.150958774450505,0.89051673765003,0.899191861214898,0.93032933488113,-0.403399978787982,-0.043605166866052,0.907351497903694,-0.00969577071638143,0.901609187702782,-0.916542738552801,0.119443505360581,-0.0357209462809745,0.524822243190659,0.937231945759856,0.0186379047928095,0.917593009292456,-0.2671188878004,0.0121462889449538,0.909574569923513,0.150526940212207,0.913333539607284,0.888884870490255,0.886538259547897,0.124746112700444,-0.067660227479815,0.888551964055952,0.909346477511067,0.887923856896762,-0.42076510321507,0.852617878003066,0.929595307011931,0.916947674165698,-0.0719219813712616,-0.914958585612079,0.923458790337664,0.916878933142061,0.915263572777619,0.916932305794988,0.156238531272346,0.00798049973534244,0.89496316709141,0.868999946874893,0.924681727938583,0.875043294005933,0.893924207144567,-0.887686647341956,0.889727539414205,0.910317392982698,0.902668080266245,-0.00521827517527101,-0.897988586487062,-0.288499579610659,-0.207250458875779,-0.472358336708499,-0.853680122968847,-0.532779877300545,-0.91035375773995,-0.683760875963194,-0.906400560200712,-0.231862023521812,-0.46050755810099,-0.581860768994996,0.113427196784615,-0.504211859851671,-0.108825571309249,-0.160987668895737,-0.2865169897959,-0.108825571309249,-0.469956275397497,0.848782869909271,0.919339002270112,0.820448858883941,-0.301950290311288,0.935884501068531,-0.309597255297113,0.873710575251649
"LOC100643448,LOC100643573",0.906963535755687,-0.911501184824875,-0.880133020070494,-0.93937109574908,-0.864575475901482,-0.121687244714934,0.902290592439261,-0.330757868000529,0.915287342044004,0.961309961278089,0.888182433970674,0.541734209215467,-0.134523920828839,0.372405235875305,-0.90614467366505,0.21327800115796,-0.0252062954673428,0.900268041834681,0.92938307604994,0.57663273512282,-0.128084373495206,0.323538654024615,-0.141397902309392,0.111521807388495,0.291463128844789,0.928935858081027,0.911494479174447,0.935516870457672,-0.263407549080075,-0.193651494829313,0.897662653445277,0.141920045100866,0.924545870678752,-0.924870491481797,0.25719450008695,-0.181345571486794,0.381874239114296,0.956731462224597,0.140121758741319,0.919676017320652,-0.148101272530645,0.15606008477366,0.935757148225343,0.312080760871459,0.924523841879712,0.92384410750346,0.927514153015001,0.281256174699254,0.0874617566112435,0.862229129216858,0.925606486602288,0.893000669441515,-0.288780402166032,0.882587748537927,0.95054111382544,0.933423306008075,0.0788754920645955,-0.943209068423144,0.921905541957586,0.942227882030355,0.957825451577207,0.928694960468278,0.312492412681757,0.142829098798526,0.898416265976592,0.885991544425044,0.949805326818569,0.907451165492671,0.894321645191731,-0.925399141974183,0.912801799103538,0.889900207298007,0.905933663696774,0.154768336935399,-0.876371644523911,-0.238162400143569,-0.0537575646679621,-0.318080564605691,-0.861191567173808,-0.405620673954185,-0.915816310257673,-0.749027286083897,-0.920334197904408,-0.348087915302646,-0.29072540321776,-0.468032875908734,0.287666264961183,-0.348111577558483,-0.277580837068599,-0.328477421731563,-0.46982058240906,-0.277580837068599,-0.629690296925294,0.904880644296572,0.939461541728708,0.86304593116365,-0.176606675645377,0.946426510076404,-0.160645483545599,0.880116018718137
